Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,"Nina Keijzer, Claire Blom",,49erFX,9,aa,12,,158,135,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Noora Ruskola, Camilla Cedercreutz",,49erFX,21,aa,13,,159,138,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Nina Curtis, Haylee Outteridge",,49erFX,18,aa,20,,189,166,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Saskia Tidey, Andrea Brewster",,49erFX,25,aa,21,,204,179,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Cecilia Jonsson, Julia Gross",,49erFX,12,aa,7,,125,107,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Maria Ottavia Raggio, Paola Bergamaschi",,49erFX,11,aa,19,,184,161,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Kimberly Min Lim, Rui Qi Cecilia Low",,49erFX,8,aa,8,,129,108,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Helene Naess, Marie Roenningen",,49erFX,20,aa,14,,163,138,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Hanna Klinga, Lisa Örn",,49erFX,1,aa,1,,96,72,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Caitlin Elks, Tess Lloyd",,49erFX,5,aa,16,,164,141,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Laura Schöfegger, Elsa Lovrek",,49erFX,14,aa,15,,162,139,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Albane Dubois, Lili Sebesi",,49erFX,22,aa,22,,232,207,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Molly Meech, Alex Maloney",,49erFX,4,aa,9,,132,110,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Annette Duetz, Annemiek Bekkering",,49erFX,2,aa,4,,94,77,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Katja Salskov-Iversen, Jena Hansen",,49erFX,13,aa,3,,92,75,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Silja Kanerva, Sinem Kurtbay",,49erFX,6,aa,18,,179,156,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Francesca Clapcich, Giulia Conti",,49erFX,10,aa,6,,105,90,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Anika Lorenz, Victoria Jurczok",,49erFX,17,aa,10,,153,134,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Charlotte Heijstek, Jeske Kisters",,49erFX,25,aa,24,,248,223,Semaine Olympique Francaise De Voile 2016,Race 03,0
,,"Silja Kanerva, Sinem Kurtbay",,49erFX,16,aa,18,,179,156,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Maria Ottavia Raggio, Paola Bergamaschi",,49erFX,2,aa,19,,184,161,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Saskia Tidey, Andrea Brewster",,49erFX,24,aa,21,,204,179,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Griselda Khng, Sara Tan",,49erFX,19,aa,11,,149,129,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Cecilia Jonsson, Julia Gross",,49erFX,4,aa,7,,125,107,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Hanna Klinga, Lisa Örn",,49erFX,14,aa,1,,96,72,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Anika Lorenz, Victoria Jurczok",,49erFX,10,aa,10,,153,134,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Katja Salskov-Iversen, Jena Hansen",,49erFX,7,aa,3,,92,75,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Helene Naess, Marie Roenningen",,49erFX,6,aa,14,,163,138,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Albane Dubois, Lili Sebesi",,49erFX,15,aa,22,,232,207,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Molly Meech, Alex Maloney",,49erFX,1,aa,9,,132,110,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Nina Keijzer, Claire Blom",,49erFX,22,aa,12,,158,135,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Caitlin Elks, Tess Lloyd",,49erFX,11,aa,16,,164,141,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Kimberly Min Lim, Rui Qi Cecilia Low",,49erFX,21,aa,8,,129,108,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Nina Curtis, Haylee Outteridge",,49erFX,8,aa,20,,189,166,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Francesca Clapcich, Giulia Conti",,49erFX,3,aa,6,,105,90,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Charlotte Heijstek, Jeske Kisters",,49erFX,20,aa,24,,248,223,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Kahena Kunze, Martine Grael",,49erFX,9,aa,2,,87,74,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Erica Dawson, Ellie Copeland",,49erFX,18,aa,17,,177,152,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Noora Ruskola, Camilla Cedercreutz",,49erFX,13,aa,13,,159,138,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Annette Duetz, Annemiek Bekkering",,49erFX,5,aa,4,,94,77,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Laura Schöfegger, Elsa Lovrek",,49erFX,17,aa,15,,162,139,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Olivia Price, Eliza Solly",,49erFX,23,aa,23,,235,211,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Sarah Steyaert, Aude Compan",,49erFX,12,aa,5,,104,85,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,"Saskia Tidey, Andrea Brewster",,49erFX,21,aa,21,,204,179,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Olivia Price, Eliza Solly",,49erFX,15,aa,23,,235,211,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Molly Meech, Alex Maloney",,49erFX,13,aa,9,,132,110,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Helene Naess, Marie Roenningen",,49erFX,24,aa,14,,163,138,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Annette Duetz, Annemiek Bekkering",,49erFX,3,aa,4,,94,77,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Albane Dubois, Lili Sebesi",,49erFX,22,aa,22,,232,207,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Kahena Kunze, Martine Grael",,49erFX,6,aa,2,,87,74,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Kimberly Min Lim, Rui Qi Cecilia Low",,49erFX,17,aa,8,,129,108,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Erica Dawson, Ellie Copeland",,49erFX,8,aa,17,,177,152,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Hanna Klinga, Lisa Örn",,49erFX,1,aa,1,,96,72,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Laura Schöfegger, Elsa Lovrek",,49erFX,20,aa,15,,162,139,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Griselda Khng, Sara Tan",,49erFX,9,aa,11,,149,129,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Noora Ruskola, Camilla Cedercreutz",,49erFX,16,aa,13,,159,138,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Maria Ottavia Raggio, Paola Bergamaschi",,49erFX,23,aa,19,,184,161,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Nina Curtis, Haylee Outteridge",,49erFX,12,aa,20,,189,166,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Charlotte Heijstek, Jeske Kisters",,49erFX,18,aa,24,,248,223,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Francesca Clapcich, Giulia Conti",,49erFX,7,aa,6,,105,90,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Silja Kanerva, Sinem Kurtbay",,49erFX,19,aa,18,,179,156,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Anika Lorenz, Victoria Jurczok",,49erFX,5,aa,10,,153,134,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Nina Keijzer, Claire Blom",,49erFX,11,aa,12,,158,135,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Caitlin Elks, Tess Lloyd",,49erFX,10,aa,16,,164,141,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Sarah Steyaert, Aude Compan",,49erFX,14,aa,5,,104,85,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Cecilia Jonsson, Julia Gross",,49erFX,6,aa,7,,125,107,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Katja Salskov-Iversen, Jena Hansen",,49erFX,2,aa,3,,92,75,Semaine Olympique Francaise De Voile 2016,Race 04,0
,,"Silja Kanerva, Sinem Kurtbay",,49erFX,15,aa,18,,179,156,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Francesca Clapcich, Giulia Conti",,49erFX,9,aa,6,,105,90,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Helene Naess, Marie Roenningen",,49erFX,8,aa,14,,163,138,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Katja Salskov-Iversen, Jena Hansen",,49erFX,17,aa,3,,92,75,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Griselda Khng, Sara Tan",,49erFX,4,aa,11,,149,129,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Sarah Steyaert, Aude Compan",,49erFX,19,aa,5,,104,85,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Olivia Price, Eliza Solly",,49erFX,24,aa,23,,235,211,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Noora Ruskola, Camilla Cedercreutz",,49erFX,11,aa,13,,159,138,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Nina Keijzer, Claire Blom",,49erFX,21,aa,12,,158,135,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Saskia Tidey, Andrea Brewster",,49erFX,16,aa,21,,204,179,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Laura Schöfegger, Elsa Lovrek",,49erFX,14,aa,15,,162,139,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Nina Curtis, Haylee Outteridge",,49erFX,5,aa,20,,189,166,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Albane Dubois, Lili Sebesi",,49erFX,13,aa,22,,232,207,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Maria Ottavia Raggio, Paola Bergamaschi",,49erFX,18,aa,19,,184,161,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Molly Meech, Alex Maloney",,49erFX,7,aa,9,,132,110,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Erica Dawson, Ellie Copeland",,49erFX,20,aa,17,,177,152,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Charlotte Heijstek, Jeske Kisters",,49erFX,22,aa,24,,248,223,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Anika Lorenz, Victoria Jurczok",,49erFX,2,aa,10,,153,134,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Caitlin Elks, Tess Lloyd",,49erFX,23,aa,16,,164,141,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Kimberly Min Lim, Rui Qi Cecilia Low",,49erFX,6,aa,8,,129,108,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Hanna Klinga, Lisa Örn",,49erFX,1,aa,1,,96,72,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Annette Duetz, Annemiek Bekkering",,49erFX,12,aa,4,,94,77,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Cecilia Jonsson, Julia Gross",,49erFX,10,aa,7,,125,107,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,"Kahena Kunze, Martine Grael",,49erFX,3,aa,2,,87,74,Semaine Olympique Francaise De Voile 2016,Race 06,0
